,업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내부+건물외부),건물내부면적,건물외부면적,소재지전화,업태명,동,위도,경도
216,휴게음식점,2015-09-22,빽다방 우장산역점,"서울특별시 강서구 강서로 245,",서울특별시 강서구 화곡동 1006-3 (지상1층) ,33.05,33.05,0.0,02-1111-1111,커피숍,화곡동 ,37.56814765,126.8232237629293
217,휴게음식점,2015-10-05,커피베이 양천향교역점,"서울특별시 강서구 강서로 471,",서울특별시 강서구 마곡동 776-4 외 1필지 엠코지니어스타 (지상 1층) B동 115호,41.85,41.85,0.0,02-1111-1111,커피숍,마곡동 ,37.5420589,126.842453
218,휴게음식점,2015-10-14,카페엔드,"서울특별시 강서구 금낭화로23길 8,",서울특별시 강서구 방화동 817-0 동성아파트상가 (지상 1층) 103호,15.32,15.32,0.0,  02-2664-1185,커피숍,방화동 ,37.5354832,126.8523233
219,휴게음식점,2015-10-16,셀렉토커피(등촌성당점),"서울특별시 강서구 화곡로63길 133,",서울특별시 강서구 등촌동 663-3 1층 ,40.0,40.0,0.0,02-1111-1111,커피숍,등촌동 ,37.5577022,126.8402191
220,휴게음식점,2015-10-22,아지트(AGIT),"서울특별시 강서구 강서로 468,","서울특별시 강서구 등촌동 684-1 테크노타워(지상 1층) , 101호(일부) ",50.6,50.6,0.0,02-1111-1111,커피숍,등촌동 ,37.548568599999996,126.87474297192429
221,휴게음식점,2015-10-23,필립앤노아,"서울특별시 강서구 양천로30길 14,",서울특별시 강서구 마곡동 326-9 2층 ,279.0,279.0,0.0,  02-3663-6601,커피숍,마곡동 ,37.5508352,126.8352338
222,휴게음식점,2015-10-29,쥬씨,"서울특별시 강서구 화곡로 143,",서울특별시 강서구 화곡동 1066-10 지상 1층 105호,49.54,49.54,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
223,휴게음식점,2015-11-05,토프레소 까치산점,"서울특별시 강서구 강서로18길 26,",서울특별시 강서구 화곡동 340-5 ,26.0,26.0,0.0,  02-2601-2168,커피숍,화곡동 ,37.559803,126.8558032
224,휴게음식점,2015-11-20,아리아 커피,"서울특별시 강서구 강서로52길 42,",서울특별시 강서구 내발산동 651 (지상1층) ,86.93,86.93,0.0,  02-3662-3230,커피숍,내발산동,37.5602409,126.84580045
225,휴게음식점,2015-12-10,카페모니에,"서울특별시 강서구 공항대로59다길 227,",서울특별시 강서구 염창동 263-13 1층 ,100.0,100.0,0.0,  02-6271-0909,커피숍,염창동 ,37.5682189,126.8279128
226,휴게음식점,2015-12-14,더베스트커피,"서울특별시 강서구 강서로 506,",서울특별시 강서구 가양동 1458 1층 B동 4호,165.0,165.0,0.0,  02-3663-8964,커피숍,가양동 ,37.5336214,126.859982
227,휴게음식점,2015-12-15,이디야커피 발산역점,"서울특별시 강서구 공항대로 280,",서울특별시 강서구 내발산동 645-1 1층 ,89.0,89.0,0.0,02-1111-1111,커피숍,내발산동,37.559803,126.8558032
228,휴게음식점,2015-12-22,감성커피 가양점,"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) A동 110호,41.11,41.11,0.0,  02-6968-5993,커피숍,가양동 ,37.5414946,126.8374399
229,휴게음식점,2015-12-29,빽다방 등촌성당점,"서울특별시 강서구 공항대로41길 51,",서울특별시 강서구 등촌동 696-0 세신그린코아 (지상 1층) 101~102호,38.22,38.22,0.0,02-1111-1111,커피숍,등촌동 ,37.5630967,126.8093859
230,휴게음식점,2015-01-15,공차,"서울특별시 강서구 마곡중앙로 165,",서울특별시 강서구 마곡동 757-5 안강프라이빗타워 (지상 1층) 110호,41.91,41.91,0.0,02-1111-1111,커피숍,마곡동 ,37.5705664,126.8195002
231,휴게음식점,2015-08-27,커피레터,"서울특별시 강서구 곰달래로53길 99,",서울특별시 강서구 화곡동 469-12 1층 ,33.0,33.0,0.0,  02-6396-8351,커피숍,화곡동 ,37.5603397,126.833454
232,휴게음식점,2016-01-06,올리브카페,"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 2층) A동 213-1호,69.6,69.6,0.0,  02-2638-5850,커피숍,가양동 ,37.5508352,126.8352338
233,휴게음식점,2016-01-25,메리하하(Merry Haha),"서울특별시 강서구 강서로33길 32,",서울특별시 강서구 화곡동 1049-47 1층 ,26.4,26.4,0.0,02-1111-1111,커피숍,화곡동 ,37.5740824,126.8099455
234,휴게음식점,2016-02-01,커피베이 강서공항점,"서울특별시 강서구 방화동로 57,",서울특별시 강서구 방화동 606-103 1~2층 ,90.7,90.7,0.0,  02-2662-0221,커피숍,방화동 ,37.5508352,126.8352338
235,휴게음식점,2016-02-16,이디아 신방화중앙점,"서울특별시 강서구 방화대로34길 92,",서울특별시 강서구 방화동 193-11 불해빌딩 (방화 1동) 103~104호 ,99.0,99.0,0.0,  02-2665-0230,커피숍,방화동 ,37.5508352,126.8352338
236,휴게음식점,2016-02-18,빽다방-마곡역GMG점,"서울특별시 강서구 마곡중앙6로 16,",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 116호,57.3,57.3,0.0,02  -2061-4246,커피숍,마곡동 ,37.5508352,126.8352338
237,휴게음식점,2016-02-19,Caffe Attico(카페아티코),"서울특별시 강서구 강서로 419,",서울특별시 강서구 마곡동 793-0 가양1동 ,28.7,28.7,0.0,02-1111-1111,커피숍,마곡동 ,37.5603203,126.8379486
238,휴게음식점,2016-02-24,베일리 베이킹스튜디오&카페,"서울특별시 강서구 양천로11길 31,",서울특별시 강서구 방화동 486-44 (방화1동) ,33.12,33.12,0.0,02-1111-1111,커피숍,방화동 ,37.5322543,126.8546247
239,휴게음식점,2016-02-25,리퍼블릭오브커피,"서울특별시 강서구 강서로 391,",서울특별시 강서구 마곡동 794-0 문영비지웍스 (지상 1층) 111호,51.45,51.45,0.0,02-1111-1111,커피숍,마곡동 ,37.578978,126.8118297
240,휴게음식점,2016-03-11,커피마마 화곡역점,"서울특별시 강서구 강서로 210,","서울특별시 강서구 화곡동 1026-5 우장산동, 상광빌딩 1층 ",105.0,105.0,0.0,  02-2606-6865,커피숍,화곡동 ,37.5702422,126.8119273
241,휴게음식점,2016-03-21,메가커피 발산역점,"서울특별시 강서구 강서로 380,",서울특별시 강서구 등촌동 674-0 세민빌딩 (지상 1층) ,26.4,26.4,0.0,  02-2658-4192,커피숍,등촌동 ,37.559803,126.8558032
242,휴게음식점,2016-03-24,투썸플레이스 발산역점,"서울특별시 강서구 마곡중앙6로 93,","서울특별시 강서구 마곡동 795-7 열린프라자 (지상 1~2층) 105호, 203호 ",397.25,397.25,0.0,02  -3662-3388,커피숍,마곡동 ,37.5516545,126.839482
243,휴게음식점,2016-04-07,로스팅포인트,"서울특별시 강서구 곰달래로31가길 34,",서울특별시 강서구 화곡동 871-58 (화곡2동) ,23.44,23.44,0.0,02  -2607-7255,커피숍,화곡동 ,37.560051599999994,126.8462395429282
244,휴게음식점,2016-04-11,필레오,"서울특별시 강서구 금낭화로23길 8,",서울특별시 강서구 방화동 817 (방화3동) 206~7호,71.25,71.25,0.0,02-1111-1111,커피숍,방화동 ,37.5547883,126.8150126
245,휴게음식점,2016-04-22,쥬씨 방화사거리점,"서울특별시 강서구 금낭화로 91-10,",서울특별시 강서구 방화동 484-16 (지상 1~3층) ,132.81,132.81,0.0,02-1111-1111,커피숍,방화동 ,37.56696495,126.81694937139923
246,휴게음식점,2016-05-11,커피 101 스트릿 강서자이타워점,"서울특별시 강서구 양천로 401,",서울특별시 강서구 가양동 1498-0 강서한강자이타워 (지상 1층) B동 109호,52.29,52.29,0.0,02-1111-1111,커피숍,가양동 ,37.5554226,126.8555098
247,휴게음식점,2016-05-25,타르데마 베이커리,"서울특별시 강서구 강서로46길 9,",서울특별시 강서구 내발산동 702-22 (우장산동) 1호,30.0,30.0,0.0,02-1111-1111,커피숍,내발산동,37.534873,126.8391703
248,휴게음식점,2016-06-01,베이커리 & 커피 몽소,"서울특별시 강서구 공항대로41길 52,",서울특별시 강서구 등촌동 699-1 (지상 1층) ,115.7,115.7,0.0,  02-2658-5428,커피숍,등촌동 ,37.547619499999996,126.87561731589597
249,휴게음식점,2016-06-02,유로시안,"서울특별시 강서구 방화대로5길 7,",서울특별시 강서구 공항동 1340-5 (지상 1층) ,98.69,98.69,0.0,  02-2655-0535,커피숍,공항동 ,37.5499162,126.83522704749441
250,휴게음식점,2016-06-09,투썸플레이스(신방화역점),"서울특별시 강서구 방화대로 294,","서울특별시 강서구 마곡동 739-1 마곡더블유타워 (지상 1~2층) 118~9, 210호 ",250.93,250.93,0.0,02-1111-1111,커피숍,마곡동 ,37.5508352,126.8352338
251,휴게음식점,2016-06-09,로지,"서울특별시 강서구 공항대로45나길 41,",서울특별시 강서구 등촌동 655-21 (등촌1동) ,24.0,24.0,0.0,02-1111-1111,커피숍,등촌동 ,37.5611331,126.8122158
252,휴게음식점,2016-06-14,명랑핫도그 화곡중앙시장점,"서울특별시 강서구 월정로30길 31,",서울특별시 강서구 화곡동 373-13 (화곡1동) ,29.7,29.7,0.0, 070-4236-8881,커피숍,화곡동 ,37.5365266,126.8464997
253,휴게음식점,2016-06-20,더리터 염창역점,"서울특별시 강서구 공항대로 637,",서울특별시 강서구 염창동 282-19 현대아이파크아파트 (지상 1층) 101호,28.95,28.95,0.0,02-1111-1111,커피숍,염창동 ,37.56664275,126.81855715858723
254,휴게음식점,2016-06-24,떼루와 까치산역점,"서울특별시 강서구 강서로 49,",서울특별시 강서구 화곡동 343-2 (화곡1동) ,33.0,33.0,0.0,02  -2693-7233,커피숍,화곡동 ,37.5337093,126.8617914
255,휴게음식점,2016-06-27,카페뚜또(CafeTutto),"서울특별시 강서구 강서로 423,",서울특별시 강서구 마곡동 784-13 아르디에 (지상 1층) 112호,36.4,36.4,0.0,02-1111-1111,커피숍,마곡동 ,37.559803,126.8558032
256,휴게음식점,2016-06-27,쥬씨 강서하이웨이점,"서울특별시 강서구 공항대로 425,",서울특별시 강서구 등촌동 655-38 (등촌1동) ,38.0,38.0,0.0,02-1111-1111,커피숍,등촌동 ,37.559803,126.8558032
257,휴게음식점,2016-07-01,일층카페,"서울특별시 강서구 초록마을로 39,",서울특별시 강서구 화곡동 53-9 ,25.78,25.78,0.0,  02-2605-5475,커피숍,화곡동 ,37.55855175,126.84283971978138
258,휴게음식점,2016-07-04,카페 비라티오,"서울특별시 강서구 마곡서1로 115-1,",서울특별시 강서구 마곡동 739-4 마곡헤리움1차 (지상 1층) 114호,77.32,77.32,0.0, 070-4138-5638,커피숍,마곡동 ,37.5674988,126.812119
259,휴게음식점,2016-07-11,레드카페,"서울특별시 강서구 곰달래로57길 23-11,","서울특별시 강서구 화곡동 803-23 1층, 4동 ",27.0,27.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5349948,126.8372005
260,휴게음식점,2016-07-19,쥬씨(가양점),"서울특별시 강서구 양천로 500,",서울특별시 강서구 등촌동 628-0 노블리움오피스텔 (지상 1층) 103호,31.31,31.31,0.0,02-1111-1111,커피숍,등촌동 ,37.5633028,126.8071596
261,휴게음식점,2016-07-25,할머니가래떡볶이,"서울특별시 강서구 양천로 657,",서울특별시 강서구 염창동 246-17 서현빌딩 (지상 1층) 101호,59.0,59.0,0.0,02-1111-1111,커피숍,염창동 ,37.5611331,126.8122158
262,휴게음식점,2016-07-28,죽앤카페,"서울특별시 강서구 공항대로 315,",서울특별시 강서구 등촌동 669-1 ,11.64,11.64,0.0,02-1111-1111,커피숍,등촌동 ,37.5515234,126.864002
263,휴게음식점,2016-08-02,카페 153,"서울특별시 강서구 방화동로 36-1,",서울특별시 강서구 공항동 22-53 (지상 1층) ,33.6,33.6,0.0,  02-2663-0153,커피숍,공항동 ,37.5611331,126.8122158
264,휴게음식점,2016-08-08,마리웨일 마카롱 화곡역점,"서울특별시 강서구 가로공원로76길 17,",서울특별시 강서구 화곡동 371-62 (지상 1층) 102호,35.34,35.34,0.0,02-1111-1111,커피숍,화곡동 ,37.5420589,126.842453
265,휴게음식점,2016-08-12,카페 3/4 Waltz,"서울특별시 강서구 개화동로27가길 23,",서울특별시 강서구 방화동 619-5 ,30.88,30.88,0.0,02-1111-1111,커피숍,방화동 ,37.5508352,126.8352338
266,휴게음식점,2016-08-17,커피메이드,"서울특별시 강서구 공항대로 269-15,",서울특별시 강서구 마곡동 797-14 외 1필지 힐스테이트에코마곡 (지상 1층) 126호,31.85,31.85,0.0,02-1111-1111,커피숍,마곡동 ,37.559712700000006,126.82272720774014
267,휴게음식점,2016-08-31,쥬씨 영일고점,"서울특별시 강서구 등촌로 173,",서울특별시 강서구 등촌동 513-1 (등촌2동) 3호,27.0,27.0,0.0,  02-2654-0221,커피숍,등촌동 ,37.5485568,126.87822162472159
268,휴게음식점,2016-09-08,Cafe Hwarim(화림),"서울특별시 강서구 공항대로 269-15,",서울특별시 강서구 마곡동 797-14 외 1필지 힐스테이트에코마곡 (지상 1~2층) 111호 207호 ,141.5,141.5,0.0,02-1111-1111,커피숍,마곡동 ,37.5668483,126.8405844
269,휴게음식점,2016-09-08,(주)커피빈코리아강서그랜드 아이파크점,"서울특별시 강서구 화곡로 341,",서울특별시 강서구 화곡동 1095-4 (지상1층) ,122.84,122.84,0.0,  02-2699-7462,커피숍,화곡동 ,37.5705016,126.8093663
270,휴게음식점,2016-09-13,빽다방 까치산역점,"서울특별시 강서구 강서로 48,",서울특별시 강서구 화곡동 341-96 (지상1층) ,19.7,19.7,0.0,02-1111-1111,커피숍,화곡동 ,37.5515234,126.864002
271,휴게음식점,2016-09-29,순수커피,"서울특별시 강서구 공항대로 140,",서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지 (지상 1층) 판매시설2동 106호,33.8,33.8,0.0,  02-2662-9997,커피숍,마곡동 ,37.5503707,126.8618993
272,휴게음식점,2016-10-05,투썸 강서 송정역점,"서울특별시 강서구 공항대로 30,",서울특별시 강서구 공항동 1375-0 로얄리빙텔 (지상 1층) 101호,289.99,289.99,0.0,  02-2666-9337,커피숍,공항동 ,37.5503707,126.8618993
273,휴게음식점,2016-10-06,스타벅스 양천향교역,"서울특별시 강서구 강서로 463,",서울특별시 강서구 마곡동 776-6 새싹타워 (지상 1층) 1~2호,177.11,177.11,0.0,  02-3015-1179,커피숍,마곡동 ,37.5611331,126.8122158
274,휴게음식점,2016-10-07,몽키바나나,"서울특별시 강서구 양천로14길 84-4,",서울특별시 강서구 방화동 547-12 (지상 1층) 101호,40.0,40.0,0.0,  02-2666-9390,커피숍,방화동 ,37.5579355,126.8133626
275,휴게음식점,2016-10-07,스타벅스 화곡DT점,"서울특별시 강서구 등촌로 57,",서울특별시 강서구 화곡동 772-67 (지상1~3층) ,461.28,461.28,0.0,02  -2648-3257,커피숍,화곡동 ,37.558542,126.8218699
276,휴게음식점,2016-10-10,장수커피,"서울특별시 강서구 등촌로55길 18,",서울특별시 강서구 등촌동 506-25 (지상1층) ,31.57,31.57,0.0,  02-2649-0010,커피숍,등촌동 ,37.5590974,126.8110386
277,휴게음식점,2016-10-11,DESSERT39(디저트39),"서울특별시 강서구 등촌로55길 8,","서울특별시 강서구 등촌동 506-14 (등촌2동), D.오피스 1층 ",40.0,40.0,0.0,02-1111-1111,커피숍,등촌동 ,37.5575077,126.856133
278,휴게음식점,2016-11-04,개스타운 커피,"서울특별시 강서구 공항대로 261,",서울특별시 강서구 마곡동 797-4 발산파크프라자 (지상 1층) 109호,54.54,54.54,0.0,02-1111-1111,커피숍,마곡동 ,37.559712700000006,126.82272720774014
279,휴게음식점,2016-11-08,커피에 반하다 공항점,"서울특별시 강서구 남부순환로11가길 5,",서울특별시 강서구 공항동 1335-9 (지상1~2층) ,59.4,59.4,0.0,  02-2662-9153,커피숍,공항동 ,37.550912350000004,126.83850945551643
280,휴게음식점,2016-11-09,Cafe um plate(카페움플레이트),"서울특별시 강서구 마곡중앙1로 72,",서울특별시 강서구 마곡동 747-0 마곡엠밸리10단지 (지상 1층) 판매시설동 101호,81.59,81.59,0.0,02-1111-1111,커피숍,마곡동 ,37.5603397,126.833454
281,휴게음식점,2016-11-11,콩아의 카페 공간,"서울특별시 강서구 송정로4길 30-1,",서울특별시 강서구 공항동 55-181 101호,33.78,33.78,0.0,02-1111-1111,커피숍,공항동 ,37.5557245,126.8508266
282,휴게음식점,2016-11-16,커피 1984,"서울특별시 강서구 공항대로45길 10,",서울특별시 강서구 등촌동 655-35 은혜빌딩 (지상 1 ~ 2층) ,92.0,92.0,0.0,02-1111-1111,커피숍,등촌동 ,37.54826605,126.8422105132104
283,휴게음식점,2016-11-24,규's 커피,"서울특별시 강서구 공항대로 140,",서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지 (지상 1층) 판매시설3동 103호,21.19,21.19,0.0,  02-2663-7048,커피숍,마곡동 ,37.5603203,126.8379486
284,휴게음식점,2016-11-25,카페세라,"서울특별시 강서구 우장산로4길 83,",서울특별시 강서구 내발산동 706-13 (지상1층) ,33.0,33.0,0.0,  02-3662-8877,커피숍,내발산동,37.559712700000006,126.82272720774014
285,휴게음식점,2016-11-29,카페아에,"서울특별시 강서구 마곡중앙6로 10,",서울특별시 강서구 마곡동 773-1 마곡역센트럴푸르지오시티 (지상 1층) 103호,33.0,33.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5633028,126.8071596
286,휴게음식점,2016-12-01,카페 에스크(Cafe esk),"서울특별시 강서구 우장산로15길 39-1,",서울특별시 강서구 화곡동 1096-9 (지상 1층) ,9.9,9.9,0.0,  02-2606-3339,커피숍,화곡동 ,37.5552582,126.8202411
287,휴게음식점,2016-12-07,이디야커피(우장산동점),"서울특별시 강서구 우현로 15,","서울특별시 강서구 화곡동 84-4 (우장산동), 우장빌딩 102~3호",81.84,81.84,0.0,  02-2630-3330,커피숍,화곡동 ,37.54754045,126.87799624134615
288,휴게음식점,2016-12-27,놀숲 마곡발산점,"서울특별시 강서구 마곡중앙6로 93,",서울특별시 강서구 마곡동 795-7 열린프라자 (지상 8층) 806호,35.0,35.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5332362,126.8472185
289,휴게음식점,2016-04-19,썸주스(SSUM JUICE),"서울특별시 강서구 공항대로 140,",서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지 (지상 1층) 판매시설1동 102-1호,28.55,28.55,0.0,  02-2661-3342,커피숍,마곡동 ,37.535652,126.8411569
290,휴게음식점,2016-06-29,커피박스 커피전문점,"서울특별시 강서구 개화동로27가길 1,",서울특별시 강서구 방화동 613-26 (지상 1층) ,23.47,23.47,0.0,  02-2666-1929,커피숍,방화동 ,37.57483,126.82049
291,휴게음식점,2016-07-27,호두파이 이야기,"서울특별시 강서구 마곡서로 152,",서울특별시 강서구 마곡동 759-1 두산더랜드타워 (지상 3층) A320호,82.85,82.85,0.0, 070-4010-9104,커피숍,마곡동 ,37.559712700000006,126.82272720774014
292,휴게음식점,2016-06-09,VICC(빅),"서울특별시 강서구 공항대로 659,",서울특별시 강서구 염창동 260-15 도레미빌딩 (지상 1층) ,73.77,73.77,0.0,02-1111-1111,커피숍,염창동 ,37.55165095,126.8350921
293,휴게음식점,2017-01-02,까치산커피,"서울특별시 강서구 곰달래로25길 25,",서울특별시 강서구 화곡동 342-1 (지상 1층) ,24.2,24.2,0.0,02-1111-1111,커피숍,화곡동 ,37.5603397,126.833454
294,휴게음식점,2017-01-03,테이크 온 미(Take on me),"서울특별시 강서구 가로공원로84길 14,",서울특별시 강서구 화곡동 368-6 (지상1층) ,20.0,20.0,0.0,  02-2696-6949,커피숍,화곡동 ,37.5628795,126.82376790892445
295,휴게음식점,2017-01-03,배냇,"서울특별시 강서구 양천로27길 91-6,","서울특별시 강서구 방화동 134-5 (3동), 지층 ",49.76,49.76,0.0,02-1111-1111,커피숍,방화동 ,37.5508352,126.8352338
296,휴게음식점,2017-01-11,원커피,"서울특별시 강서구 공항대로 140,",서울특별시 강서구 마곡동 746-1 마곡엠밸리12단지 (지상 1층) 판매시설1동 101일부호,19.8,19.8,0.0,  02-2666-4707,커피숍,마곡동 ,37.5556522,126.8567811
297,휴게음식점,2017-01-13,서울강서등촌지역자활센터,"서울특별시 강서구 강서로47가길 20-7,",서울특별시 강서구 내발산동 708-0 드림하우스 (지상 1층) 102호,25.08,25.08,0.0,  02-3664-5920,커피숍,내발산동,37.5474357,126.8366692
298,휴게음식점,2017-02-01,블루 트리,"서울특별시 강서구 마곡중앙6로 65,",서울특별시 강서구 마곡동 796-6 지투프라자 (지상 1층) 110호,27.35,27.35,0.0,02-1111-1111,커피숍,마곡동 ,37.5473,126.84874
299,휴게음식점,2017-02-03,이디야 커피 마곡 엠밸리점,"서울특별시 강서구 마곡서로 101,",서울특별시 강서구 마곡동 768-2 외 1필지 동익드미라벨복합빌딩 (지상 1층) 106호,60.8,60.8,0.0,02-1111-1111,커피숍,마곡동 ,37.5628795,126.82376790892445
300,휴게음식점,2017-02-08,맥켄지 커피,"서울특별시 강서구 강서로 47-6,",서울특별시 강서구 화곡동 343-74 외 1필지 (지상 1층) ,38.86,38.86,0.0,  02-2667-6323,커피숍,화곡동 ,37.5682189,126.8279128
301,휴게음식점,2017-02-27,라루라루 3호점,"서울특별시 강서구 공항대로51길 17-7,",서울특별시 강서구 등촌동 654-16 (지상1층) 1동 ,5.6,5.6,0.0,02-1111-1111,커피숍,등촌동 ,37.5603397,126.833454
302,휴게음식점,2017-03-02,리트웨이(우장산점),"서울특별시 강서구 강서로 242,",서울특별시 강서구 화곡동 1165-1 강서힐스테이트 (지상 1층) 상가동 143호,26.67,26.67,0.0,  02-2604-0455,커피숍,화곡동 ,37.55124525,126.8360138253196
303,휴게음식점,2017-03-07,이디야커피 화곡중앙점,"서울특별시 강서구 까치산로 79,",서울특별시 강서구 화곡동 24-154 (지상 1층) ,50.0,50.0,0.0,  02-2602-9774,커피숍,화곡동 ,37.5552582,126.8202411
304,휴게음식점,2017-03-08,셀렉토커피 마곡역점,"서울특별시 강서구 마곡서로 101,",서울특별시 강서구 마곡동 768-2 외 1필지 동익드미라벨복합빌딩 (지상 1층) 155호,73.39,73.39,0.0,02-1111-1111,커피숍,마곡동 ,37.559803,126.8558032
305,휴게음식점,2017-03-10,베러댄와플 마곡점,"서울특별시 강서구 마곡중앙로 161-1,",서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 (지상 1층) 112호,30.5,30.5,0.0,02-1111-1111,커피숍,마곡동 ,37.5407147,126.8494632
306,휴게음식점,2017-03-10,감성커피 마곡점,"서울특별시 강서구 마곡중앙6로 16,",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 (지상 1층) 124호,40.74,40.74,0.0,02-1111-1111,커피숍,마곡동 ,37.5350833,126.86223
307,휴게음식점,2017-03-17,커피칼라,"서울특별시 강서구 강서로 285,",서울특별시 강서구 내발산동 701-12 인소아과복합빌딩 (지상 1층) ,92.0,92.0,0.0,  02-2665-0866,커피숍,내발산동,37.5709304,126.8393685
308,휴게음식점,2017-03-22,카페라로,"서울특별시 강서구 마곡서로 152,",서울특별시 강서구 마곡동 759-1 두산더랜드타워 2층 B동 218호,40.33,40.33,0.0,02-1111-1111,커피숍,마곡동 ,37.55377475,126.81907730187929
309,휴게음식점,2017-03-23,스타벅스 가양역점,"서울특별시 강서구 양천로 476,",서울특별시 강서구 등촌동 73-1 금부빌딩 (지상1층) A호,231.4,231.4,0.0,  02-3661-3418,커피숍,등촌동 ,37.534413,126.8622814
310,휴게음식점,2017-03-24,바람쐬다,"서울특별시 강서구 초록마을로18길 25-11,",서울특별시 강서구 화곡동 56-51 외 1필지 (지상 1층) ,27.72,27.72,0.0,02-1111-1111,커피숍,화곡동 ,37.5503707,126.8618993
311,휴게음식점,2017-03-24,엘림카페 & 스낵쉼터,"서울특별시 강서구 등촌로5길 79,",서울특별시 강서구 화곡동 838-1 (지상2층) ,90.0,90.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5674777,126.8229267
312,휴게음식점,2017-03-28,까페하늘빛,"서울특별시 강서구 양천로47가길 25-10,",서울특별시 강서구 가양동 247-3 외 1필지 한국기독교장로회 양천교회 예배당 (지상 1층) ,66.04,66.04,0.0, 070-4902-0082,커피숍,가양동 ,37.5603397,126.833454
313,휴게음식점,2017-03-29,커피베이,"서울특별시 강서구 발산로 24,","서울특별시 강서구 외발산동 424 2층, 수협공판장동 2층 ",12.96,12.96,0.0,  02-2663-7773,커피숍,외발산동,37.5587111,126.8202228
314,휴게음식점,2017-04-04,이디야 화곡남부시장점,"서울특별시 강서구 등촌로5길 80,",서울특별시 강서구 화곡동 830-1 (지상 1층) ,66.0,66.0,0.0,  02-2644-7077,커피숍,화곡동 ,37.5603397,126.833454
315,휴게음식점,2017-04-05,에띠임프리미엄라운지,"서울특별시 강서구 등촌로55길 21,",서울특별시 강서구 등촌동 508-1 에띠임신관 (지상 1층) ,90.0,90.0,0.0, 070-4650-4086,커피숍,등촌동 ,37.553129049999995,126.8345088557295
316,휴게음식점,2017-04-14,이디야 마곡나루역점,"서울특별시 강서구 마곡중앙5로 6,","서울특별시 강서구 마곡동 760-0 마곡나루역보타닉푸르지오시티 (지상 1층) 103~104, 130호 ",110.12,110.12,0.0,  02-2659-2883,커피숍,마곡동 ,37.5508352,126.8352338
317,휴게음식점,2017-04-20,만랩커피 마곡LG사이언스파크점,"서울특별시 강서구 마곡동로 61,",서울특별시 강서구 마곡동 772-8 에이스프라자 (지상 1층) 106호,58.0,58.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5611331,126.8122158
318,휴게음식점,2017-04-21,(주)에이치케이푸드 강서세무서,"서울특별시 강서구 마곡서1로 60,",서울특별시 강서구 마곡동 745-1 강서세무서 (지상 6층) ,50.0,50.0,0.0,  02-2630-4623,커피숍,마곡동 ,37.5611331,126.8122158
319,휴게음식점,2017-04-27,스타벅스 마곡GMG점,"서울특별시 강서구 마곡중앙6로 16,",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 (지상 1층) 117일부~120호 ,217.35,217.35,0.0,02-1111-1111,커피숍,마곡동 ,37.5518692,126.8658093760947
320,휴게음식점,2017-05-02,파이어 앤드 아이스,"서울특별시 강서구 강서로47길 34-8,",서울특별시 강서구 내발산동 680-0 (지하 1층) ,37.87,37.87,0.0,02-1111-1111,커피숍,내발산동,37.568413,126.826395
321,휴게음식점,2017-05-08,줄리브 발산점,"서울특별시 강서구 강서로 385,",서울특별시 강서구 마곡동 794-1 우성에스비타워 (지상 1층) 116호,42.27,42.27,0.0,02-1111-1111,커피숍,마곡동 ,37.5674777,126.8229267
322,휴게음식점,2017-05-08,이디야 마곡역점,"서울특별시 강서구 공항대로 195,",서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 (지상 1층) 상가-131호,70.58,70.58,0.0,02-1111-1111,커피숍,마곡동 ,37.5324689,126.8409039
323,휴게음식점,2017-05-15,커피베이마곡역점,"서울특별시 강서구 공항대로 205,",서울특별시 강서구 마곡동 774-0 에스에이치빌딩 (지상 1층) 102호,47.25,47.25,0.0,02-1111-1111,커피숍,마곡동 ,37.5703435,126.8429705
324,휴게음식점,2017-05-19,이디야 등촌동점,"서울특별시 강서구 공항대로61길 20,",서울특별시 강서구 염창동 273-9 우리프리머스 (지상 1층) 101동 101~102호,60.23,60.23,0.0,02-1111-1111,커피숍,염창동 ,37.551893,126.8339772
325,휴게음식점,2017-05-23,메가커피 마곡점,"서울특별시 강서구 마곡중앙5로1길 20,",서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 (지상 1층) 112호,37.44,37.44,0.0,02  -2093-6511,커피숍,마곡동 ,37.5674777,126.8229267
